가수,제목,발매일,장르,가사
LUCY,LOVE ME LOVE YOU,2021.04.15,록/메탈,내가 하루만 말을 할 수 있다면제일 먼저 난 그댈 깨우겠어요시간이 모자라니 빨리 일어나 봐요우선 맛있는 아침을 먹고 시작나도 그대가 너무 좋아요그대라 다행이에요그대가 준 모든 걸 기억하고 있어가끔 그대 슬퍼 보일 때내가 뭘 할 수 없는 게 슬퍼내 이름을 그대가 불러줄 때비로소 내게 세상이란 울타리가 생겨나 언젠가 작고귀엽지 않은 날이 와도그대를 지켜줄게슬프고 힘든 일 나도 많긴 했었죠가끔 생각나 밤을 설치기도 해그럴 땐 곤히 잠든 그대에 발끝에내 어딘가가 닿은 채로 잠들어근데 그대만 눈을 뜨면은그리고 나를 부르면그 순간이 태어나 제일 행복한 나난 늘 시간이 부족해서그대를 보채기만 해 미안내 이름을 그대가 불러줄 때비로소 내게 세상이란 울타리가 생겨나 언젠가 작고귀엽지 않은 날이 와도그대를 지켜 줄게
림킴 (김예림),All Right,2013.06.17,록/메탈,"요즘 난 All right 너 가도 All right 이별 따위 All right 한땐니 생각 All night 넌 내게 Delight 안갯속의 Some light 요즘 난 All right 너 가도 All right 이별 따위 All right 니 생각 All night 넌 내게 Delight 안갯속의 Some light 기껏 이거야 내 모든 걸 가졌던 너 없는 게 겨우 이거야 걱정 가득한 너의 마지막 굿바이 넌 그 정돈 아냐 난 All right All right 요즘 난 All right 너 가도 All right 이별 따위 All right 니 생각 All night 넌 내게 Delight 안갯속의 Some light 기껏 이거야 내 모든 걸 가졌던 너 없는 게 겨우 이거야 걱정 가득한 너의 마지막 굿바이 넌 그 정돈 아냐 난 All right All right 우리 추억 영원히 잊지 못할거야 Oh My Love Love Love 부디 좋은 사람 만나길 바랄게 Oh My Love Love Love All right 짐작하지 마 걱정하지 마 안부도 묻지 마 진작 그러지 이제 와 뭐지 넌 언제나 그랬지 요즘 난 All right 너 가도 All right 이별 따위 All right 니 생각 All night 넌 내게 Delight 안갯속의 Some light 걱정하지 마 너의 그 잘난 이미지 내 입에 담길 일 없는 너 걱정 가득한 따뜻한 그 눈빛은 다음 girl에게나 줘 All right All right 요즘 난 All right 너 가도 All right 이별 따위 All right 니 생각 All night 넌 내게 Delight 안갯속의 Some light 짐작하지 마 걱정하지 마 안부도 묻지 마 진작 그러지 이제 와 뭐지 넌 언제나 그랬지 요즘 난 All right 너 가도 All right 이별 따위 All right 니 생각 All night 넌 내게 Delight 안갯속의 Some light Some light Some lightSome light/Clean Ver.
"
터치드 (Touched),Hi Bully,2021.12.08,"인디음악, 록/메탈",안녕 날 괴롭히던 너 좋아 보여웃는 네 모습 여전히 나를 깔보며짝다리 짚고 있는 너얼마나 오랜 시간이 지나야나의 아픔이 사라져 무너져아직도 나를 짓누르고 있는 너Hi bully my name is jerck너를 피해 눈을 피해 도망을 가Hi bully my name is jerck얼굴만 때리지 말아 줘Hi bully my name is jerck너를 피해 눈을 피해 도망을 가Hi bully my name is jerck얼굴만 때리지 말아 줘어두운 골목길 안가 돌아서큰길로만 가저 멀리 너 걸어올까 봐마음 졸이며 고개 숙인다Nightmare 반복되는 꿈기도해 평범한 꿈을눈 감아도 꿈에서 계속해서날 짓누르고 있는 너Hi bully my name is jerck너를 피해 눈을 피해 도망을 가Hi bully my name is jerck얼굴만 때리지 말아 줘Hi bully my name is jerck너를 피해 눈을 피해 도망을 가Hi bully my name is jerck얼굴만 때리지 말아 줘가벼운 너의 바람이나에겐 시린 아픔이야가벼운 너의 바람이 나에겐 너무도가벼운 너의 바람이나에겐 시린 아픔이야가벼운 너의 바람이 나에겐 너무도Hi bully my name is jerck너를 피해 눈을 피해 도망가던 나Hi bully my name is jerck이제 고갤 들어 널 바라본다Hi bully my name is jerck너를 피해 눈을 피해 도망가던 나Hi bully my name is jerck이제 고갤 들어 널 바라본다Hi bully my name is jerck이제 고갤 들어 널 바라본다
사거리 그오빠,산책,2023.07.20,록/메탈,행복이란 게 말처럼 쉽지 않아가끔 내 마음을 턱 턱 막히게 해엉켜버린 내 마음도 불어내고 싶어이제는 걱정은 안녕어디로 가볼까 오늘이 기분 산뜻한 발걸음 가벼워 지금내 안에 고민들잠시 멈춰 조금 뒤로 불어오는 바람에 흘려버려때론 힘들고 지칠 땐멈춰 서도 돼 한걸음 더 가도 돼정답은 없어들리는 대로 보이는 대로 시작해어디로 가볼까 오늘이 기분 산뜻한 발걸음 가벼워 지금내 안에 고민들잠시 멈춰 조금 뒤로 불어오는 바람에 흘려버려너의 여행 끝에서 시작된 이 산책은화려하지 않아도 돼 특별하지 않아도 돼어디로 가볼까 오늘이 기분 산뜻한 발걸음 가벼워 지금내 안에 고민들잠시 멈춰 조금 뒤로 불어오는 바람에 흘려버려어디로 갈까 기분이 좋아 발걸음 가벼워내 안에 고민들 이제 이제 이젠 안녕
J-Min (제이민),일어나 (Stand Up),2012.09.19,"록/메탈, 국내드라마",삶이 힘들어도 끝까지  포기 말아 하늘이 네 곁을  지켜줄 거야  너의 발걸음이 힘겨워 소리내어 주저앉아 한숨 지어 보지만 한번 더 One more try Try 당당하게 하늘을 봐 이제 시작일 뿐이야 어깰 펴 네 안에 같은 네가 있어 힘들어도 포기 말아 너의 미래일어나 손을 잡아 세상을 가져시간이 흐르면 꽃잎이 떨어지듯이 구름은 비를 약속해몸부림 쳐봐도 하늘의 마음대로 달라질 수 있어Don't worry Never mind그날을 기다려당당하게 하늘을 봐 이제 시작일 뿐이야 어깰 펴 네 안에 같은 네가 있어 힘들어도 포기 말아 다시 한번일어나 손을 잡아 다시 일어나일어나고갤 들어 Oh Oh Woo제발 흔들리지 말아 이제 시작일 뿐이야 어깰 펴 네 안에 같은 네가 있어 힘들어도 포기 말아 다시 한번일어나 손을 잡아 다시 일어나 Yehe Yeh지켜봐 느껴봐 서로 다르다 해도 My friend 혼자가 아니야 다시 일어나
예빛,100%,2023.06.01,"인디음악, 록/메탈",푸른 하늘 지름길불어오는 맞바람에번쩍 뜬구름에들뜬 기분이 사라질까달려가는 하루야고개를 숙이지 말고 걸어가 주렴사랑하는 풀 내음머지않은 가득함이쏟아지는 아침잠이너를 향해 불어오길기다리는 하루야설레는 마음 가득 안고 살아가주렴이때다 싶어 네 두 눈을 봐그 안에 살고 싶어 난널 향한 마음을 표현하면100%꺼지지 않는 마음으로어디든지 갈 수 있어널 향한 햇살을 받아내면100번이든거대한 파도에도단단한 마음으로떠다닐 수 있어이때다 싶어 네 두 눈을 봐그 안에 살고 싶어 난널 향한 마음을 표현하면100%꺼지지 않는 마음으로어디든지 갈 수 있어널 향한 햇살을 받아내면100번이든거대한 파도에도단단한 마음으로너 없인 아무것도이루지는 못한대도난 살아갈 수 있어
김경호,"사랑, 그 시린 아픔으로",2006.02.23,록/메탈,가네요 소리 없는 빈 날들로 하루가 가네요내 숨이 멎어 바래져 버린 빛으로 가슴이 닳고 닳아서 아픈 긴 상처가 되어 날 채워가겠죠 이별이 흐르면 -어디 있나요 날 놓은 그대 사랑은 그대를 잡지 못하는 내 부족함이 알죠 깊이 새겨져 시린 이름만 내 가슴에 살죠 가나요 버려진 시간 속으로 뒤돌아 가나요 내 맘이 타서 다시 피어날 꽃으로 기억이 넘고 넘쳐서 갇힌 이 독한 사랑에 난 취해가겠죠 누구를 만나도 어디 있나요 날 놓은 그대 사랑은 그대를 잡지 못하는 내 부족함을 알죠 깊이 새겨져 시린 이름만 내 가슴에 살죠 워- 나를 모르던 그 시간 속에 살아요 돌리고 싶던 사랑도 이젠 지워요 삶에 물들어 붉게 타오른 한 사랑이 지죠 가슴에 새겨진 사랑 -
하현상,드림 (Dream),2023.04.19,"록/메탈, 국내영화",있잖아 지금 이 순간꿈을 꾸는 것만 같아정말 오랜만이야하마터면 놓칠 뻔했어알잖아 지금 이 순간나에게 어떤 의민지비교할 수 없잖아 한동안은많이 외로웠었어잡아보고 싶었던잡히지 않던 그날들이기는 기분을난 잘 모르니까지는 게 별거 아냐꿈은 이루는 거야Never doubt my potential이젠 터뜨려줄게 No time to loseMy dream is 선물 같은이 순간 (잡아보고 싶었던)잊지 못해 내 열정새겨 넣었어 (잡히지 않던 그날들)My dream is 선물 같은이 순간 (잡아보고 싶었던)달려가는 내 모습나를 기억해 (잡히지 않던 그날들)해내고 있잖아모두들 나를 봐내 빛나는 존재감
유다빈밴드,백일몽,2022.08.18,"인디음악, 록/메탈",내가 갈 곳은 어디도 없지만정처 없이 갈 곳을 헤매이죠병들고 미운 마음돌을 마구 던지며 울었어요여전히 속뜬 마음재가 되어 나리는 하늘또 늦어지는 나의 발걸음그늘진 모양조차도 싫은 날재가 되어 나리는 하늘또 늦어지는 나의 발걸음나는 꿈을 꾸었던 것 같아요발을 맞춰오던 건물 속의 난어느샌가 얼굴을 지운 채로잘게 구겨진 마음길에 눈을 떨군 채 울었어요여전히 속뜬 마음여전히 속뜬 마음재가 되어 나리는 하늘또 늦어지는 나의 발걸음그늘진 모양조차도 싫은 날재가 되어 나리는 하늘또 늦어지는 나의 발걸음나는 꿈을 꾸었던 것 같아꿈을 꾸는 것만 같아요재가 되어 나리는 하늘또 늦어지는 나의 발걸음그늘진 모양조차도 싫은 날재가 되어 나리는 하늘또 늦어지는 나의 발걸음나는 꿈을 꾸는 것만 같아꿈을 꾸었던 것 같아요
박효신,Shine Your Light,2015.04.06,록/메탈,어쩌면 너를 만나고 사랑한 건운명 같은 일이었지 참 신기하지 난 마치 해를 만난 새벽처럼 긴 겨울 끝의 봄날처럼 너에게 이끌려 꼭 영화 속의 주인공처럼 I can rely 너의 눈을 보면 알 것 같아 그래 너라면 기댈 수 있어 난 다시 꿈을 꿔 깊은 밤 When you shine your light어쩌다 걷다가 힘이 들 때 날 일으켜주던 한 사람 Who shines the light on me 두 눈이 붉게 물들 때 나를 안아준 너에게 있잖아 내가 달라지는 것만 같아 이젠 니 마음을 알 수 있어 세상이 변해가 오늘밤 When you shine your light 가끔 서운하다 해도 That it's gonna be alright 내겐 그 무엇도 필요 없어 Baby when you shine your light 알잖아 운명 같은 우리 사랑 좀 더디게 흘러가도 그 빛을 기억해 기적처럼 이뤄질 거야 Just as stars 저 하늘에 별들처럼 너를 영원히 비춰줄 거야 세상이 변해가 오늘밤 When you shine your light 너의 눈을 보면 알 것 같아 그래 너라면 기댈 수 있어 난 다시 꿈을 꿔 깊은 밤 When you shine your light 
엔플라잉 (N.Flying),아름다운 밤,2023.03.10,"록/메탈, 국내드라마",달빛은 흔들리는 네 눈을 비추고어두운 별빛 아래 내 맘은 춤추네겁 없이 펼쳐 논 네 세상을하나씩 부셔보려고 해이유가 없던 너의 이유벌을 받을 이유니까이 아름다운 밤 늘 외로웠던 맘참아왔던 모든 순간그 무엇도 너는 피할 수 없어돌려받는 거야 You can never runawayoh oh oh oh oh You can never runawayoh oh oh oh oh You can never runaway부서진 내 영혼은 갈 곳을 잃었고차가운 혈관 속에 눈물만 흐르네찢겨진 마음속에 숨겨놓은태양을 꺼내보려고 해뜨겁게 달궈놓은 나를너를 향해 던져볼게이 아름다운 밤 늘 외로웠던 맘참아왔던 모든 순간그 무엇도 너는 피할 수 없어돌려받는 거야 You can never runawayoh oh oh oh oh You can never runawayoh oh oh oh oh You can never runaway그 잔인했던 밤 늘 쓸쓸했던 맘고통 속에 살던 순간어떤 것도 너는 지킬 수 없어소용없을 거야 You can never be forgiven휘몰아치는 밤 끝은 없을 거야세상이 끝난다 해도빛이 없는 날을 살게 될 거야어둠 속에 갇혀You can never be comebackoh oh oh oh oh You can never runawayoh oh oh oh oh You can never runaway
이창섭,Run away,2023.03.31,"록/메탈, 국내드라마","어둠 속에서 갇힌 Shadow휘몰아치는 고통에 진실더는 못 참겠어하찮은 변명 따위는(No way, 감출 수 없어)악으로 선택한 이 길에내 전부를 걸어이 순간을 벗어날 수 없어Fire in my heartRun AwayWe got the liarRun AwayIt’s time to over가슴속에 타오르는정의의 빛을 찾아더 빨리 더 높이닿을 수 있길 원해Run Away짙은 안갯속에 갇힌 모습어두워지는 환영 속에서벗어날 수 없어끝없는 악몽에 갇혀(No more, 다시 눈을 떠)쉼 없이 삼킨 외침만이잠든 나를 깨워두려움을 벗어 던져버려Fire in my heartRun AwayWe got the liarRun AwayIt’s time to over가슴속에 타오르는정의의 빛을 찾아더 빨리 더 높이닿을 수 있길 원해Run Away짓밟힌 대도 멈추지 않아끝도 없이 커진 꿈을 안고 달려Somebody help me somebody오직 나만을 위해Run AwayWe got the liarRun AwayIt’s time to over가슴속에 타오르는정의의 빛을 찾아더 빨리 더 높이닿을 수 있길 원해Run Away"
젬스톤,널 위한 거야,2023.06.22,"인디음악, 록/메탈",날 용서하며 살아가줘넌 그럴꺼야 마음 아파져도이젠 의미없는 시간 속에널 기억하며 눈물 흘리겠지아주 오래전에 잊고 지낸소중함들을너를 잃은 후에 느낄수 있는아직 바보같은 날넌 이해할 수 있다면널 위한거야 널 외면할 땐나의 눈에 흐른 눈물마를지도 몰라날 용서해줘 나 떠나가도멀리서 너를 꼭 지켜봐 줄게널 기억하며 살아갈게내 이름조차 잊혀질지라도이젠 어두워진 거울속에날 바라보며 눈물 흘리겠지아주 오래전에 잊고 지낸소중함들을너를 잃은 후에 느낄수 있는아직 바보같은 날넌 이해할 수 있다면널 위한거야 널 외면할 땐나의 눈에 흐른 눈물마를지도 몰라날 용서해줘 나 떠나가도멀리서 너를 꼭 지켜봐 줄게널 위한거야 널 외면할 땐나의 눈에 흐른 눈물마를지도 몰라날 용서해줘 나 떠나가도멀리서 너를 꼭 지켜봐 줄게
